date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg,team_id,opponent_id
2022-08-18,A&M-Corpus Christi Islanders,Texas Southern,Away,Win,3,1,NA,1,3,3,20,7,6,0,0,0,0,0,90:00,1,2,0,0,0,0,0,11,0,0,1,1,0,10,3,4,0,0,0,0,0,90:00,3,4,0,0,0,0,0,1,1,1,0,26172,699
2022-08-21,A&M-Corpus Christi Islanders,UTRGV,Away,Win,4,3,NA,1,4,4,12,7,7,0,2,0,0,0,90:00,3,3,0,0,0,0,0,6,0,0,1,3,1,14,5,8,0,0,0,0,0,90:00,4,3,0,0,0,0,0,4,0,0,0,26172,536
2022-08-25,A&M-Corpus Christi Islanders,Texas St.,Home,Loss,1,2,NA,1,1,1,6,2,6,0,0,0,0,0,90:00,2,7,0,0,0,0,0,4,0,0,0,2,1,18,9,10,0,0,0,0,0,90:00,1,1,0,0,0,0,0,4,0,0,1,26172,670
2022-08-28,A&M-Corpus Christi Islanders,Prairie View,Home,Win,8,1,NA,1,8,9,23,9,7,0,0,0,0,0,90:00,1,1,0,0,0,0,0,7,1,1,1,1,0,7,2,9,0,1,0,0,0,90:00,8,1,0,0,0,0,0,1,0,0,0,26172,553
2022-09-04,A&M-Corpus Christi Islanders,UTRGV,Home,Loss,0,1,NA,1,0,0,12,1,11,0,3,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,0,1,0,15,3,15,0,1,0,0,0,90:00,0,1,1,0,0,0,0,2,0,0,1,26172,536
2022-09-11,A&M-Corpus Christi Islanders,Lamar University,Away,Loss,0,1,NA,1,0,0,6,2,8,0,2,0,0,0,90:00,1,7,0,0,0,0,0,6,0,0,0,1,0,15,8,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,1,1,1,26172,346
2022-09-16,A&M-Corpus Christi Islanders,Houston Christian,Home,Win,2,1,NA,1,2,1,10,4,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,1,1,1,1,1,0,13,6,11,0,0,0,0,0,90:00,2,2,0,0,0,0,0,3,0,0,0,26172,287
2022-09-18,A&M-Corpus Christi Islanders,UIW,Away,Win,4,1,NA,1,4,3,12,10,6,0,1,0,0,0,90:00,1,6,0,0,0,0,0,4,1,1,1,1,0,14,7,10,0,2,0,0,0,90:00,4,6,0,0,0,0,0,5,0,0,0,26172,2743
2022-09-23,A&M-Corpus Christi Islanders,Nicholls,Home,Win,3,1,NA,1,3,3,16,6,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,3,0,0,1,1,0,5,2,14,0,0,0,0,0,90:00,3,3,0,0,0,0,0,2,0,0,0,26172,483
2022-09-30,A&M-Corpus Christi Islanders,Tex. A&M-Commerce,Away,Loss,0,4,NA,1,0,0,15,5,5,0,1,0,0,0,90:00,4,5,0,0,0,0,0,8,0,0,0,4,4,20,9,14,0,2,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,26172,199
2022-10-02,A&M-Corpus Christi Islanders,UIW,Home,Win,2,0,NA,1,2,2,12,8,12,0,0,0,0,0,90:00,0,2,1,1,0,0,0,6,1,2,1,0,0,10,2,13,0,2,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0,26172,2743
2022-10-07,A&M-Corpus Christi Islanders,McNeese,Home,Draw,1,1,NA,1,1,0,13,5,14,0,1,0,0,0,90:00,1,0,0,0,0,0,0,7,1,1,0,1,1,2,1,15,0,3,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,0,26172,402
2022-10-14,A&M-Corpus Christi Islanders,Southeastern La.,Away,Loss,1,2,NA,1,1,1,11,7,15,0,0,0,0,0,90:00,2,4,0,0,0,0,0,1,0,0,0,2,2,7,6,12,0,0,0,0,0,90:00,1,6,0,0,0,0,0,8,0,0,1,26172,655
2022-10-16,A&M-Corpus Christi Islanders,Nicholls,Away,Win,4,0,NA,1,4,2,28,17,8,0,2,0,0,0,90:00,0,2,1,0,0,0,0,7,0,0,1,0,0,4,2,8,0,2,0,0,0,90:00,4,13,0,0,0,0,0,0,0,0,0,26172,483
2022-10-21,A&M-Corpus Christi Islanders,Northwestern St.,Home,Loss,1,2,NA,1,1,0,5,3,10,0,1,0,0,0,90:00,2,7,0,0,0,0,0,2,0,0,0,2,0,15,9,13,0,0,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,1,26172,508
2022-10-23,A&M-Corpus Christi Islanders,Lamar University,Home,Loss,1,2,NA,1,1,1,5,4,13,0,2,0,0,0,90:00,2,6,0,0,0,0,0,5,0,0,0,2,0,14,7,8,0,2,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,26172,346
2022-10-28,A&M-Corpus Christi Islanders,Houston Christian,Away,Loss,1,2,NA,1,1,0,11,5,7,0,0,0,0,0,90:00,2,11,0,0,0,0,0,3,0,0,0,2,2,28,13,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,9,0,0,1,26172,287
2022-11-02,A&M-Corpus Christi Islanders,"Tex. A&M-Commerce Natchitoches, LA",Away,Loss,1,2,NA,1,1,0,14,4,5,0,0,0,0,0,90:00,2,8,0,0,0,0,0,2,0,0,0,2,2,17,10,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,10,0,0,1,26172,199
2022-08-18,Abilene Christian Wildcats,North Texas,Away,Loss,1,5,NA,1,1,1,3,2,4,0,0,0,0,0,90:00,5,12,0,0,0,0,0,4,0,0,0,5,5,33,17,8,0,1,0,0,0,90:00,1,1,0,0,0,0,0,4,0,0,1,2,497
2022-08-21,Abilene Christian Wildcats,UTEP,Home,Win,4,0,NA,1,4,1,14,8,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,1,1,1,0,0,8,2,3,0,1,0,0,0,90:00,4,4,0,0,0,0,0,5,0,0,0,2,704
2022-08-26,Abilene Christian Wildcats,Louisiana Tech,Away,Loss,0,1,NA,1,0,0,9,4,10,0,0,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,0,1,2,10,6,9,0,4,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,1,2,366
2022-08-28,Abilene Christian Wildcats,Grambling,Away,Win,3,0,NA,1,3,2,14,5,8,0,0,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,0,0,8,5,10,0,1,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,0,2,261
2022-09-04,Abilene Christian Wildcats,Louisiana,Home,Draw,1,1,NA,1,1,1,8,2,9,0,0,0,0,0,77:43,1,3,0,0,0,0,0,0,0,0,0,1,2,13,4,5,0,0,0,0,0,77:43,1,1,0,0,0,0,0,3,0,0,0,2,671
2022-09-09,Abilene Christian Wildcats,Prairie View,Home,Win,5,0,NA,1,5,6,30,21,6,0,1,0,0,0,90:00,0,1,1,1,0,0,0,7,0,0,1,0,0,5,1,9,0,0,0,0,0,90:00,5,16,0,0,0,0,0,1,0,0,0,2,553
2022-09-11,Abilene Christian Wildcats,Texas Southern,Home,Win,1,0,NA,1,1,1,21,9,8,0,1,0,0,0,90:00,0,4,1,1,0,0,0,10,0,0,1,0,0,8,4,9,0,0,0,0,0,90:00,1,8,0,0,0,0,0,1,0,0,0,2,699
2022-09-18,Abilene Christian Wildcats,Tarleton St.,Away,Draw,1,1,NA,1,1,1,6,2,5,0,1,0,0,0,90:00,1,5,0,0,0,0,0,4,0,0,0,1,1,8,6,8,0,1,0,0,0,90:00,1,1,0,0,0,0,0,3,0,0,0,2,1395
2022-09-23,Abilene Christian Wildcats,Southern Utah,Home,Draw,1,1,NA,1,1,1,22,10,6,0,0,0,0,0,90:00,1,6,0,0,0,0,0,2,0,0,0,1,1,13,7,11,0,1,0,0,0,90:00,1,9,0,0,0,0,0,3,0,0,0,2,667
2022-09-25,Abilene Christian Wildcats,Utah Tech,Home,Loss,1,2,NA,1,1,1,9,4,7,0,0,0,0,0,90:00,2,0,0,0,0,0,0,2,0,0,0,2,2,5,2,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,2,30095
2022-09-30,Abilene Christian Wildcats,Sam Houston,Away,Loss,0,2,NA,1,0,0,10,3,9,0,1,0,0,0,90:00,2,7,0,0,0,0,0,4,0,0,0,2,2,15,9,10,0,0,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,1,2,624
2022-10-02,Abilene Christian Wildcats,New Mexico St.,Away,Loss,0,1,NA,1,0,0,11,5,13,0,1,0,0,0,90:00,1,4,0,0,0,0,0,7,0,0,0,1,0,9,5,15,0,2,0,0,0,90:00,0,5,1,0,0,0,0,10,0,0,1,2,472
2022-10-14,Abilene Christian Wildcats,Grand Canyon,Away,Loss,2,4,NA,1,2,1,10,6,9,0,0,0,0,0,90:00,4,4,0,0,0,0,0,3,0,0,0,4,6,20,8,7,0,1,0,0,0,90:00,2,4,0,0,0,0,0,8,0,0,1,2,1104
2022-10-16,Abilene Christian Wildcats,California Baptist,Away,Draw,0,0,NA,1,0,0,10,4,16,0,0,0,0,0,90:00,0,8,1,0,0,0,0,4,0,0,0,0,0,19,8,11,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,0,2,30135
2022-10-21,Abilene Christian Wildcats,Utah Valley,Home,Loss,1,4,NA,1,1,0,12,5,7,0,2,0,0,0,90:00,4,5,0,0,0,0,0,3,0,0,0,4,3,21,9,5,0,0,0,0,0,90:00,1,4,0,0,0,0,0,11,0,0,1,2,30024
2022-10-23,Abilene Christian Wildcats,Seattle U,Home,Loss,0,2,NA,1,0,0,10,3,11,0,0,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,0,2,1,15,6,11,0,1,0,0,0,90:00,0,3,1,0,0,0,0,9,1,1,1,2,1356
2022-10-27,Abilene Christian Wildcats,UTRGV,Away,Loss,0,1,NA,1,0,0,8,1,10,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,0,9,5,7,0,1,0,0,0,90:00,0,1,1,0,0,0,0,2,0,0,1,2,536
2022-10-29,Abilene Christian Wildcats,SFA,Home,Loss,1,4,NA,1,1,1,10,5,11,0,0,0,0,0,90:00,4,4,0,0,0,0,0,4,0,0,0,4,5,16,8,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,1,2,676
2022-08-18,Air Force Falcons,Seattle U,Away,Draw,0,0,NA,1,0,0,7,2,7,0,0,0,0,0,90:00,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,10,0,0,0,0,0,90:00,0,2,1,0,0,0,0,5,0,0,0,721,1356
2022-08-21,Air Force Falcons,Washington,Away,Loss,0,5,NA,1,0,0,3,1,7,0,2,0,0,0,90:00,5,6,0,0,0,0,0,1,0,0,0,5,6,19,11,9,0,1,0,0,0,90:00,0,1,1,1,0,0,0,7,0,0,1,721,756
2022-08-26,Air Force Falcons,Army West Point,Home,Win,2,1,NA,1,2,1,17,8,13,0,2,0,0,0,90:00,1,1,0,0,0,0,0,8,0,0,1,1,0,6,1,10,0,2,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0,721,725
2022-08-28,Air Force Falcons,Bucknell,Home,Loss,0,1,NA,1,0,0,9,4,11,0,3,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,0,1,0,12,6,17,0,3,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,721,83
2022-09-11,Air Force Falcons,Northern Ariz.,Away,Win,2,1,NA,1,2,0,22,10,12,0,0,0,0,0,90:00,1,10,0,0,0,0,0,6,1,1,1,1,1,24,11,10,0,2,0,0,0,90:00,2,8,0,0,0,0,0,1,0,1,0,721,501
2022-09-15,Air Force Falcons,South Dakota St.,Away,Loss,0,1,NA,1,0,0,17,9,13,0,2,0,0,0,90:00,1,2,0,0,0,0,0,1,0,0,0,1,0,8,3,10,0,1,0,0,0,90:00,0,9,1,1,0,0,0,5,0,0,1,721,649
2022-09-18,Air Force Falcons,Omaha,Away,Win,1,0,NA,1,1,1,16,9,9,0,1,0,0,0,90:00,0,3,1,0,0,0,0,1,0,0,1,0,0,11,3,10,0,0,0,0,0,90:00,1,8,0,0,0,0,0,5,0,0,0,721,464
2022-09-22,Air Force Falcons,San Jose St.,Away,Draw,0,0,NA,1,0,0,5,1,15,0,1,0,0,0,90:00,0,4,1,0,0,0,0,2,0,0,0,0,0,15,4,12,0,0,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,0,721,630
2022-09-25,Air Force Falcons,Fresno St.,Away,Win,3,1,NA,1,3,1,13,7,15,0,1,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,1,10,4,12,0,4,0,0,0,90:00,3,4,0,0,0,0,0,3,0,0,0,721,96
2022-09-29,Air Force Falcons,New Mexico,Home,Loss,0,2,NA,1,0,0,14,1,12,0,3,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,0,2,1,14,7,10,0,3,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,1,721,473
2022-10-02,Air Force Falcons,San Diego St.,Home,Loss,1,2,NA,1,1,0,30,8,5,0,0,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0,2,3,11,4,11,0,0,0,0,0,90:00,1,7,0,0,0,0,0,7,0,0,1,721,626
2022-10-06,Air Force Falcons,Boise St.,Away,Loss,0,2,NA,1,0,0,6,2,4,0,0,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,0,2,2,19,7,12,0,0,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1,721,66
2022-10-09,Air Force Falcons,Utah St.,Away,Loss,0,2,NA,1,0,0,9,2,5,0,0,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,2,3,14,7,14,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,1,721,731
2022-10-13,Air Force Falcons,Colorado St.,Home,Draw,0,0,NA,1,0,0,15,6,11,0,1,0,0,0,90:00,0,9,1,0,0,0,0,6,0,0,0,0,0,13,9,12,0,0,0,0,0,90:00,0,6,1,0,0,0,0,7,0,0,0,721,156
2022-10-16,Air Force Falcons,Wyoming,Home,Win,1,0,NA,1,1,1,18,8,9,0,0,0,0,0,90:00,0,6,1,0,0,0,0,6,0,0,1,0,0,14,6,13,0,1,0,0,0,90:00,1,7,0,0,0,0,0,3,0,0,0,721,811
2022-10-20,Air Force Falcons,Nevada,Away,Win,3,1,NA,1,3,4,19,13,8,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,1,1,0,8,5,8,0,0,0,0,0,90:00,3,10,0,0,0,0,0,6,1,1,0,721,466
2022-10-23,Air Force Falcons,UNLV,Away,Draw,1,1,NA,1,1,0,9,5,5,0,3,0,0,0,90:00,1,9,0,0,0,0,0,5,0,0,0,1,0,15,11,5,0,3,0,0,0,90:00,1,4,0,0,0,0,0,7,0,0,0,721,465
2022-10-27,Air Force Falcons,"Colorado Col. Colorado Springs, CO",Away,Win,1,0,NA,1,1,1,13,7,14,0,1,0,0,0,90:00,0,3,1,0,0,0,0,5,0,0,1,0,0,12,3,10,0,0,0,0,0,90:00,1,6,0,0,0,0,0,6,0,0,0,721,154
2022-08-18,Akron Zips,Youngstown St.,Home,Win,1,0,NA,1,1,0,7,5,9,0,1,0,0,0,90:00,0,1,1,0,0,0,0,3,0,0,1,0,0,13,1,8,0,1,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,0,5,817
2022-08-21,Akron Zips,Marshall,Away,Draw,2,2,NA,1,2,1,11,4,10,0,1,0,0,0,90:00,2,5,0,0,0,0,0,7,0,0,0,2,1,16,7,13,0,3,0,0,0,90:00,2,2,0,0,0,0,0,5,1,1,0,5,388
2022-08-25,Akron Zips,Oakland,Away,Draw,1,1,NA,1,1,0,9,4,7,0,0,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,0,1,1,21,7,5,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,0,5,514
2022-09-08,Akron Zips,Niagara,Home,Loss,0,2,NA,1,0,0,12,4,8,0,2,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,0,2,2,12,5,8,0,1,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,5,482
2022-09-11,Akron Zips,Dayton,Away,Loss,0,2,NA,1,0,0,8,2,6,0,1,0,0,0,90:00,2,9,0,0,0,0,0,0,0,0,0,2,2,22,11,8,0,1,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,5,175
2022-09-22,Akron Zips,Buffalo,Away,Loss,0,3,NA,1,0,0,5,3,5,0,0,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,0,3,5,20,8,5,0,1,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,1,5,86
2022-09-25,Akron Zips,Kent St.,Home,Loss,0,2,NA,1,0,0,6,0,14,1,4,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0,2,1,13,6,14,0,1,0,0,0,90:00,0,0,1,0,0,0,0,13,0,0,1,5,331
2022-09-29,Akron Zips,Eastern Mich.,Home,Loss,2,3,NA,1,2,3,16,8,15,0,0,0,0,0,90:00,3,4,0,0,0,0,0,6,0,0,0,3,2,10,7,15,0,4,0,0,0,90:00,2,6,0,0,0,0,0,1,0,0,1,5,204
2022-10-02,Akron Zips,Miami (OH),Away,Loss,1,2,NA,1,1,1,5,2,11,0,0,0,0,0,90:00,2,8,0,0,0,0,0,3,0,0,0,2,1,27,10,12,0,0,0,0,0,90:00,1,1,0,0,0,0,0,10,0,0,1,5,414
2022-10-06,Akron Zips,Bowling Green,Home,Loss,0,4,NA,1,0,0,7,5,10,0,0,0,0,0,90:00,4,10,0,0,0,0,0,3,0,0,0,4,5,23,14,7,0,0,0,0,0,90:00,0,5,1,0,0,0,0,8,0,0,1,5,71
2022-10-09,Akron Zips,NIU,Away,Win,3,1,NA,1,3,2,12,9,10,0,0,0,0,0,90:00,1,8,0,0,0,0,0,3,0,0,1,1,1,16,9,8,0,0,0,0,0,90:00,3,6,0,0,0,0,0,5,0,0,0,5,503
2022-10-13,Akron Zips,Ball St.,Away,Draw,1,1,NA,1,1,1,5,4,4,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,1,17,5,6,0,0,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,0,5,47
2022-10-16,Akron Zips,Central Mich.,Home,Draw,2,2,NA,1,2,1,15,10,6,0,1,0,0,0,90:00,2,1,0,0,0,0,0,5,0,0,0,2,1,5,3,17,0,2,0,0,0,90:00,2,8,0,0,0,0,0,0,0,0,0,5,129
2022-10-20,Akron Zips,Western Mich.,Away,Loss,1,3,NA,1,1,1,9,6,11,0,1,0,0,0,90:00,3,11,0,0,0,0,0,1,0,0,0,3,1,25,14,11,0,0,0,0,0,90:00,1,5,0,0,0,0,0,7,0,0,1,5,774
2022-10-23,Akron Zips,Toledo,Home,Win,5,0,NA,1,5,6,24,10,8,0,1,0,0,0,90:00,0,3,1,0,0,0,0,10,0,0,1,0,0,10,3,10,0,1,0,0,0,90:00,5,5,0,0,0,0,0,3,0,0,0,5,709
2022-10-27,Akron Zips,Ohio,Home,Loss,0,2,NA,1,0,0,13,3,7,0,0,0,0,0,90:00,2,2,0,0,0,0,0,2,0,0,0,2,1,7,4,10,0,0,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,1,5,519
2022-08-18,Alabama Crimson Tide,Fla. Atlantic,Away,Win,4,0,NA,1,4,4,13,9,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,0,0,5,2,8,0,1,0,0,0,90:00,4,5,0,0,0,0,0,2,0,0,0,8,229
2022-08-21,Alabama Crimson Tide,Miami (FL),Away,Loss,0,1,NA,1,0,0,22,3,15,0,2,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,0,1,2,3,2,11,0,1,0,0,0,90:00,0,3,1,0,0,0,0,1,0,0,1,8,415
2022-08-25,Alabama Crimson Tide,Southern Miss.,Home,Win,2,0,NA,1,2,3,32,12,10,0,0,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,1,0,0,5,2,10,0,0,0,0,0,90:00,2,10,0,0,0,0,0,4,0,0,0,8,664
2022-08-28,Alabama Crimson Tide,Clemson,Home,Win,3,0,NA,1,3,4,20,7,8,0,0,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,1,0,0,10,3,12,0,3,0,0,0,90:00,3,4,0,0,0,0,0,4,0,0,0,8,147
2022-09-01,Alabama Crimson Tide,BYU,Away,Win,3,2,NA,1,3,2,11,5,12,0,3,0,0,0,90:00,2,7,0,0,0,0,0,5,1,1,1,2,2,21,9,17,0,2,0,0,0,90:00,3,2,0,0,0,0,0,3,0,1,0,8,77
2022-09-04,Alabama Crimson Tide,Utah,Away,Draw,1,1,NA,1,1,1,16,6,13,0,4,0,0,0,90:00,1,1,0,0,0,0,0,10,0,0,0,1,1,5,2,12,0,2,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,0,8,732
2022-09-06,Alabama Crimson Tide,Utah Valley,Away,Win,4,1,NA,1,4,4,20,15,11,0,0,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,1,1,1,14,6,9,0,0,0,0,0,90:00,4,11,0,0,0,0,0,3,0,0,0,8,30024
2022-09-11,Alabama Crimson Tide,North Ala.,Home,Win,3,0,NA,1,3,3,29,10,6,0,1,0,0,0,90:00,0,1,1,1,0,0,0,10,0,0,1,0,0,3,1,8,0,1,0,0,0,90:00,3,7,0,0,0,0,0,0,0,0,0,8,487
2022-09-15,Alabama Crimson Tide,South Carolina,Home,Win,2,0,NA,1,2,2,20,7,12,0,5,0,0,0,90:00,0,4,1,0,0,0,0,5,0,0,1,0,0,6,4,12,0,2,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,8,648
2022-09-18,Alabama Crimson Tide,Chattanooga,Home,Win,6,0,NA,1,6,6,28,12,4,0,0,0,0,0,90:00,0,0,1,1,0,0,0,6,0,0,1,0,0,0,0,9,0,2,0,0,0,90:00,6,6,0,0,0,0,0,0,0,0,0,8,693
2022-09-22,Alabama Crimson Tide,Tennessee,Away,Win,4,2,NA,1,4,3,29,13,7,0,3,0,0,0,90:00,2,2,0,0,0,0,0,8,0,0,1,2,0,9,4,11,0,0,0,0,0,90:00,4,9,0,0,0,0,0,7,1,1,0,8,694
2022-09-25,Alabama Crimson Tide,Texas A&M,Home,Win,3,0,NA,1,3,4,15,8,13,0,0,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,0,0,15,5,14,0,0,0,0,0,90:00,3,5,0,0,0,0,0,4,0,0,0,8,697
2022-09-29,Alabama Crimson Tide,Georgia,Away,Win,2,1,NA,1,2,2,19,5,13,0,1,0,0,0,90:00,1,1,0,0,0,0,0,10,0,0,1,1,0,7,1,12,0,2,0,0,0,90:00,2,3,0,0,0,0,0,3,0,0,0,8,257
2022-10-06,Alabama Crimson Tide,Ole Miss,Home,Win,4,1,NA,1,4,3,19,10,9,0,1,0,0,0,90:00,1,1,0,0,0,0,0,9,0,0,1,1,0,6,2,14,0,0,0,0,0,90:00,4,6,0,0,0,0,0,2,0,0,0,8,433
2022-10-09,Alabama Crimson Tide,LSU,Away,Win,5,0,NA,1,5,0,24,12,12,0,2,0,0,0,90:00,0,4,1,0,0,0,0,7,1,1,1,0,0,10,4,17,0,3,0,0,0,90:00,5,7,0,0,0,0,0,4,0,0,0,8,365
2022-10-16,Alabama Crimson Tide,Arkansas,Home,Win,2,1,NA,1,2,1,17,3,13,0,1,0,0,0,90:00,1,5,0,0,0,0,0,5,1,1,1,1,2,13,6,16,0,2,0,0,0,90:00,2,1,0,0,0,0,0,3,0,0,0,8,31
2022-10-20,Alabama Crimson Tide,Mississippi St.,Away,Win,4,1,NA,1,4,5,13,7,10,0,1,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,1,1,1,14,5,12,0,2,0,0,0,90:00,4,3,0,0,0,0,0,7,0,0,0,8,430
2022-10-23,Alabama Crimson Tide,Florida,Home,Win,2,0,NA,1,2,2,18,6,7,0,0,0,0,0,90:00,0,5,1,0,0,0,0,8,0,0,1,0,0,9,5,8,0,1,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0,8,235
2022-10-27,Alabama Crimson Tide,Auburn,Away,Win,1,0,NA,1,1,1,14,6,10,0,1,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1,0,0,12,3,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,0,8,37
2022-11-01,Alabama Crimson Tide,"Mississippi St. Pensacola, FL",Away,Win,2,0,NA,1,2,3,23,13,9,0,1,0,0,0,90:00,0,3,1,0,0,0,0,9,0,1,1,0,0,11,3,13,0,1,0,0,0,90:00,2,11,0,0,0,0,0,2,0,0,0,8,430
2022-11-03,Alabama Crimson Tide,"Vanderbilt Pensacola, FL",Away,Win,2,1,NA,1,2,2,18,7,6,0,1,0,0,0,90:00,1,2,0,0,0,0,0,7,1,1,1,1,1,3,3,12,1,1,0,0,0,90:00,2,5,0,0,0,0,0,1,0,0,0,8,736
2022-11-06,Alabama Crimson Tide,"South Carolina Pensacola, FL",Away,Loss,0,1,NA,1,0,0,13,5,12,0,2,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,0,1,1,8,3,6,0,2,0,0,0,90:00,0,5,1,0,0,0,0,5,0,0,1,8,648
2022-11-11,Alabama Crimson Tide,Jackson St.,Home,Win,9,0,NA,1,9,9,37,18,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,11,0,0,1,0,0,6,3,8,0,0,0,0,0,90:00,9,9,0,0,0,0,0,0,0,0,0,8,314
2022-11-18,Alabama Crimson Tide,Portland,Home,Win,2,1,NA,1,2,0,18,9,13,0,3,0,0,0,90:00,1,2,0,0,0,0,0,6,0,1,1,1,0,6,3,9,0,0,0,0,0,90:00,2,8,0,0,0,0,0,4,1,1,0,8,551
2022-11-20,Alabama Crimson Tide,UC Irvine,Home,Win,3,1,NA,1,3,2,14,4,15,0,1,0,0,0,90:00,1,3,0,0,0,0,0,10,1,1,1,1,1,6,4,23,0,2,0,0,0,90:00,3,1,0,0,0,0,0,2,0,0,0,8,109
2022-11-25,Alabama Crimson Tide,Duke,Home,Win,3,2,2,1,3,2,26,12,21,0,3,0,0,0,110:00,2,5,0,0,0,0,0,15,0,0,1,2,3,12,7,17,0,3,0,0,0,110:00,3,9,0,0,0,0,0,2,0,0,0,8,193
2022-12-02,Alabama Crimson Tide,"UCLA Cary, NC",Away,Loss,0,3,NA,1,0,0,11,7,11,0,2,0,0,0,90:00,3,8,0,0,0,0,0,3,0,0,0,3,1,20,11,8,0,1,0,0,0,90:00,0,7,1,0,0,0,0,4,0,0,1,8,110
2022-08-18,Alabama A&M Bulldogs,Col. of Charleston,Away,Loss,0,3,NA,1,0,0,7,1,8,0,3,0,0,0,90:00,3,3,0,0,0,0,0,3,0,0,0,3,3,21,6,8,0,0,0,0,0,90:00,0,1,1,1,0,0,0,5,0,0,1,6,1014
2022-08-22,Alabama A&M Bulldogs,Troy,Home,Win,1,0,NA,1,1,0,16,7,12,0,0,0,0,0,90:00,0,8,1,0,0,0,0,2,0,0,1,0,0,18,8,10,1,0,0,0,0,90:00,1,6,0,0,0,0,0,3,0,0,0,6,716
